fgood,cbinq,cbline,cbterm,cblineut,cbtob,cbdpd,cbnew,pmt,tob,dpd,dep,dc,od,home,dd,online,period
No,1,2,0,36.97292247,5,No,No,A,2,Medium,12582.07,17,0,No,1,Yes,5/31/2018
No,1,3,1,45.70493829,4,No,No,A,3,Medium,12158.93,25,1,No,0,Yes,2/28/2018
No,0,1,0,41.23596117,7,No,No,A,3,Medium,16631.27,18,0,No,1,Yes,12/31/2017
No,1,1,1,35.72977835,4,No,No,M,1,Medium,12830.52,17,2,No,1,Yes,1/31/2018
No,1,1,1,46.02439766,6,No,Yes,A,2,Medium,11897.19,22,1,No,0,Yes,12/31/2017
No,2,3,1,63.32261395,5,Yes,No,M,4,High,8110.62,25,2,No,1,No,5/31/2018
No,2,1,0,21.32790712,4,No,No,A,4,Medium,16268.06,20,0,No,1,Yes,6/30/2018
No,2,3,1,44.79109249,4,No,No,A,1,High,11029.91,17,2,No,0,Yes,12/31/2017
No,1,3,0,38.39093165,6,No,No,A,5,Medium,14874.56,28,0,No,2,Yes,6/30/2018
No,1,2,0,50.62649905,5,Yes,Yes,P,5,High,15757.12,26,0,No,0,Yes,1/31/2018
No,1,2,1,50.27637581,5,No,No,A,3,Medium,18024.77,21,0,No,0,Yes,1/31/2018
No,1,1,0,40.4302691,6,No,No,A,4,Medium,17143.12,12,0,Yes,1,Yes,3/31/2018
No,0,3,0,35.73134847,6,No,No,M,3,Medium,13931.23,21,2,No,1,Yes,8/31/2018
No,2,5,2,46.6895336,5,No,No,M,2,Low,14063.83,24,2,No,0,Yes,6/30/2018
No,0,2,0,18.14620267,6,No,No,A,5,Medium,9386.11,26,0,No,2,No,2/28/2018
No,1,2,1,29.36020106,5,No,No,P,5,Low,17661.9,23,0,Yes,2,No,12/31/2017
No,1,3,1,48.04316119,5,No,No,P,5,High,8607.32,24,0,No,2,No,5/31/2018
No,1,2,0,40.15524509,7,No,No,M,3,Low,16817.74,13,0,Yes,1,Yes,6/30/2018
No,0,1,0,35.51076667,7,No,No,A,4,Medium,13468.7,22,0,Yes,2,Yes,7/31/2018
No,0,0,0,50.87559916,7,No,No,A,2,Medium,10787.68,30,0,No,0,Yes,7/31/2018
No,0,1,0,17.12680853,6,No,No,A,3,Medium,15987.68,24,2,Yes,2,Yes,2/28/2018
No,1,2,0,46.21299886,4,No,No,M,3,Medium,16111.35,20,0,Yes,0,Yes,8/31/2018
No,1,1,1,38.3777025,5,No,No,M,3,Low,11621.26,20,0,No,1,No,12/31/2017
No,2,2,1,39.18733695,4,No,No,M,0,Low,4372.62,23,2,No,0,Yes,6/30/2018
No,2,2,1,61.96585778,4,Yes,Yes,M,1,High,9902.64,16,2,No,0,Yes,7/31/2018
No,1,0,1,42.16480026,5,No,No,A,1,Low,11417.14,22,0,No,0,Yes,4/30/2018
No,1,2,1,39.33428246,6,No,No,P,5,Medium,11981.35,27,0,No,0,Yes,12/31/2017
No,2,1,1,39.01814953,6,No,No,A,4,Medium,12020.28,23,0,No,1,Yes,6/30/2018
No,2,0,1,52.59647424,7,No,No,A,2,Medium,15436.58,15,0,Yes,2,Yes,3/31/2018
No,2,3,0,42.83987563,7,No,No,M,2,Medium,10999.41,25,0,No,1,Yes,4/30/2018
No,2,0,1,54.34405709,8,No,No,P,2,Medium,12093.77,24,0,No,1,Yes,3/31/2018
No,2,4,0,32.90357529,4,No,No,M,2,Medium,11367.79,23,0,No,0,Yes,3/31/2018
No,1,1,0,31.45274826,5,No,No,M,2,Low,10983.53,20,0,No,1,Yes,12/31/2017
No,1,1,0,35.73235518,8,No,No,A,4,Medium,14310.22,23,0,Yes,1,Yes,1/31/2018
No,1,1,0,28.52497825,7,No,No,M,3,Medium,10744.59,26,0,Yes,1,Yes,6/30/2018
No,1,1,2,60.1245016,8,No,No,A,3,High,8851.89,21,0,No,0,No,7/31/2018
No,0,1,0,28.42693067,8,No,No,A,5,Medium,20591.35,26,0,Yes,1,No,7/31/2018
No,2,5,0,51.68106948,5,No,No,M,1,High,6506.64,18,2,No,0,Yes,12/31/2017
No,1,2,0,34.92253892,6,No,No,M,3,High,15478.34,22,1,No,0,Yes,12/31/2017
No,1,3,0,43.06116776,7,No,No,P,3,Medium,16203.06,28,0,No,0,No,8/31/2018
No,2,4,0,74.3451571,4,Yes,Yes,M,2,High,9180.82,13,2,No,0,Yes,6/30/2018
No,1,0,0,44.81390196,7,No,No,M,4,Medium,13845.23,19,1,Yes,1,No,7/31/2018
No,2,4,0,67.80881088,5,No,No,A,3,Medium,12021.08,20,2,No,0,Yes,7/31/2018
No,0,1,0,36.25336058,6,No,No,P,5,Medium,15156.35,23,0,Yes,2,Yes,5/31/2018
No,1,1,0,36.21845187,5,No,No,P,2,Medium,12834,29,0,No,0,No,8/31/2018
No,1,2,1,51.67597789,6,No,No,A,2,Medium,13233.71,23,2,No,0,No,4/30/2018
No,1,2,1,49.68004753,6,No,No,P,2,Medium,10081.46,15,0,Yes,1,Yes,2/28/2018
No,1,2,0,43.11660255,5,No,No,M,2,Low,9983.8,31,2,No,0,Yes,3/31/2018
No,2,2,1,29.01545211,5,No,No,A,4,Medium,11827.03,23,1,No,2,Yes,5/31/2018
No,2,3,0,60.48283926,6,Yes,Yes,A,4,High,12170.18,21,1,No,0,Yes,2/28/2018
No,0,0,0,17.9044518,8,No,No,M,3,Medium,15842.46,24,0,Yes,1,Yes,3/31/2018
No,2,1,0,41.19986979,7,No,No,M,3,Medium,12463.4,21,0,No,0,Yes,3/31/2018
No,0,1,0,30.50457273,4,No,Yes,A,4,Medium,10810.8,35,1,No,2,Yes,12/31/2017
No,1,2,0,17.37726616,5,No,No,M,4,Medium,13104.51,20,0,No,0,Yes,3/31/2018
No,2,4,1,49.38409555,4,No,No,P,2,High,9800.22,25,0,No,0,Yes,4/30/2018
No,1,1,0,21.12728824,8,No,No,M,3,Low,12734.33,19,0,Yes,0,No,1/31/2018
No,2,4,2,52.07859528,5,Yes,No,M,2,Low,13084.27,15,2,No,0,Yes,8/31/2018
No,1,0,0,46.34340846,6,No,No,A,4,Low,10775.44,20,0,No,1,No,12/31/2017
No,1,1,1,31.02080682,5,No,Yes,M,4,Medium,7603.95,25,0,No,1,No,5/31/2018
No,0,0,1,23.26123623,6,No,No,A,5,Medium,15513.5,26,0,Yes,2,No,4/30/2018
No,1,2,0,41.48489692,7,No,No,P,3,Medium,14388.59,28,2,No,1,Yes,7/31/2018
No,2,2,0,50.00420958,6,No,Yes,A,3,Low,8794.14,20,0,Yes,1,Yes,7/31/2018
No,0,1,0,27.46679491,8,No,No,M,3,Medium,13786.05,24,1,Yes,1,Yes,7/31/2018
No,0,1,1,55.0992071,4,No,No,A,1,Low,10185.31,19,0,No,1,Yes,6/30/2018
No,2,1,1,46.54967819,4,No,No,P,2,High,11320.4,19,0,No,1,Yes,7/31/2018
No,1,3,1,23.37270285,8,No,No,A,2,Medium,11673.85,25,0,No,0,Yes,1/31/2018
No,0,2,0,16.03163123,5,No,No,M,4,Medium,14158.3,28,0,Yes,1,No,4/30/2018
No,2,4,1,61.57251203,3,Yes,No,M,2,High,6614.92,14,2,No,0,Yes,7/31/2018
No,2,5,2,76.10756593,3,Yes,No,P,1,High,8910.16,14,2,No,0,Yes,6/30/2018
No,2,1,0,34.07636178,5,No,No,A,2,Medium,13155.72,15,0,Yes,1,Yes,3/31/2018
No,1,3,2,33.07094961,4,No,No,M,1,Medium,11558.29,26,2,No,0,Yes,2/28/2018
No,0,0,0,21.58849083,5,No,No,M,2,Medium,7210.45,18,0,No,2,Yes,4/30/2018
No,1,2,0,35.05905419,6,No,No,M,1,Medium,13762.99,20,0,Yes,0,Yes,4/30/2018
No,1,2,1,35.48638341,8,No,No,A,4,Medium,14958.66,20,0,No,1,No,2/28/2018
No,0,0,0,37.12877438,4,No,No,P,5,Medium,18724.52,25,0,Yes,2,No,9/30/2018
No,0,1,1,27.97529499,6,No,No,A,3,Medium,9374.26,21,0,No,1,No,12/31/2017
No,0,1,0,24.03219587,6,No,No,M,3,Medium,16822.82,20,1,Yes,2,Yes,7/31/2018
No,2,1,1,39.37655765,5,No,No,P,5,Low,11317.41,28,0,Yes,2,No,1/31/2018
No,2,4,1,52.29551308,7,No,No,A,2,Low,12534.12,19,1,No,0,No,5/31/2018
No,0,0,0,24.77553306,6,No,No,A,3,Medium,15300.75,23,0,Yes,1,No,9/30/2018
No,0,1,0,49.43134352,5,No,No,M,4,Medium,15919.79,24,1,Yes,0,No,4/30/2018
No,1,3,1,63.41227595,7,No,No,A,3,High,15051.3,20,2,No,0,Yes,2/28/2018
No,2,2,1,59.91946303,4,No,No,M,0,Medium,9570.9,21,1,No,0,Yes,2/28/2018
No,1,2,1,30.78332336,6,No,No,M,1,Medium,12303.63,19,1,No,0,Yes,5/31/2018
No,1,3,1,43.64655672,7,Yes,Yes,M,2,Medium,11776.6,17,1,No,1,No,9/30/2018
No,1,2,0,60.60935997,7,No,No,A,2,Low,12459.38,14,0,No,1,No,9/30/2018
No,1,2,0,41.44038744,6,No,No,A,4,Medium,12581.76,19,0,Yes,1,Yes,5/31/2018
No,1,2,0,41.53202641,6,No,No,P,5,Medium,10932.52,23,0,Yes,2,No,7/31/2018
No,1,2,0,47.03844416,7,No,No,P,3,Medium,14948.14,24,0,Yes,1,Yes,6/30/2018
No,0,3,0,56.82038194,6,Yes,No,A,5,Medium,12084.57,32,2,No,1,Yes,9/30/2018
No,2,4,1,73.28326818,5,Yes,No,A,2,High,6280.27,18,0,No,1,Yes,12/31/2017
No,1,2,0,41.53867295,6,No,No,A,5,Medium,15823.7,20,0,Yes,1,Yes,4/30/2018
No,1,0,1,43.89092327,5,No,No,M,4,Medium,13502.56,30,0,No,0,Yes,5/31/2018
No,0,1,0,24.68153053,7,Yes,Yes,A,3,Low,16336.86,22,1,Yes,0,No,8/31/2018
No,0,0,0,35.61690589,8,No,No,M,3,Medium,14214.19,24,1,Yes,2,Yes,9/30/2018
No,0,0,0,20.76620822,5,No,No,M,3,Medium,12983.51,21,0,Yes,1,Yes,4/30/2018
No,1,1,0,37.66329352,3,No,No,M,4,Medium,18384.18,20,2,Yes,1,Yes,1/31/2018
No,1,1,1,44.70074475,6,Yes,No,A,5,Medium,12725.07,28,2,No,1,No,8/31/2018
No,2,2,1,44.40381339,6,No,No,M,0,Medium,14984.08,21,2,No,0,Yes,8/31/2018
No,2,2,1,43.07337897,5,No,No,M,3,Medium,11783.53,23,0,No,0,Yes,2/28/2018
No,1,2,1,22.27826632,8,Yes,No,A,5,High,14492.78,28,1,Yes,1,No,12/31/2017
No,1,2,0,47.54697882,8,No,No,M,3,Low,12022.35,19,0,Yes,0,No,5/31/2018
No,1,0,0,41.90309599,6,No,No,A,3,Medium,14327.84,24,0,Yes,2,Yes,4/30/2018
No,1,2,1,40.70249948,6,No,No,M,3,Medium,11986.69,27,0,No,0,Yes,4/30/2018
No,1,3,1,48.44449424,4,No,No,A,2,Low,6890.14,23,0,No,1,Yes,8/31/2018
No,2,1,0,56.5047836,6,No,No,A,3,Medium,8049.24,23,1,Yes,1,Yes,6/30/2018
No,1,2,0,49.18560365,8,No,No,A,3,Medium,14664.46,22,0,Yes,0,Yes,6/30/2018
No,0,4,0,35.82433996,7,No,No,A,4,Medium,10691.23,27,0,Yes,1,No,2/28/2018
No,1,1,1,44.53862889,6,No,No,M,2,Medium,9244.28,27,0,No,1,Yes,5/31/2018
No,0,3,1,26.07552998,6,No,No,A,2,Medium,13261.39,16,0,Yes,1,No,7/31/2018
No,0,1,0,27.90524315,7,No,No,M,2,Medium,14193.55,19,0,Yes,1,Yes,7/31/2018
No,0,0,0,41.75264075,7,No,No,A,4,Medium,15797.2,25,2,Yes,1,No,9/30/2018
No,1,2,2,52.40451354,6,No,No,M,1,Medium,11357.19,21,1,No,0,Yes,9/30/2018
No,2,2,1,28.19269518,6,No,Yes,A,5,Low,11419.4,28,0,No,0,No,6/30/2018
No,1,1,0,43.17523047,6,No,No,A,4,Medium,15352.91,26,0,Yes,0,Yes,8/31/2018
No,1,3,1,27.40387485,3,No,No,M,2,Medium,13986.86,21,2,No,0,Yes,9/30/2018
No,1,0,0,36.41437812,7,No,No,P,2,Medium,13523.86,24,0,Yes,1,Yes,4/30/2018
No,2,2,1,52.15151481,4,No,No,P,4,Medium,17747.55,29,0,No,0,No,3/31/2018
No,0,1,0,46.07254918,4,No,No,A,2,Medium,12615.68,20,0,No,1,No,5/31/2018
No,1,1,0,36.12162486,6,No,No,P,5,Medium,13111.74,22,0,Yes,2,No,7/31/2018
No,1,2,0,18.61063055,6,No,No,A,2,Medium,10256.24,20,2,No,2,Yes,1/31/2018
No,0,3,0,34.54692185,8,Yes,No,M,5,High,13232.82,29,1,No,1,No,12/31/2017
No,1,3,0,56.33989743,6,No,No,M,2,Medium,7996.1,17,0,No,0,Yes,7/31/2018
No,0,0,0,34.20360319,6,No,No,M,3,Medium,9485.13,26,0,No,1,No,12/31/2017
No,2,3,1,58.29993297,6,Yes,Yes,A,2,High,11386.81,17,2,Yes,1,No,8/31/2018
No,1,3,0,36.97202963,6,No,No,M,3,High,11181.55,24,2,No,0,Yes,6/30/2018
No,0,0,1,32.39771688,7,No,No,A,4,Low,14653.79,29,0,No,0,Yes,4/30/2018
No,2,3,0,41.11021569,3,No,No,M,3,Medium,8297.2,21,2,Yes,1,Yes,6/30/2018
No,2,2,0,45.36879896,4,No,No,M,0,Medium,10126.04,24,2,No,0,Yes,5/31/2018
No,2,2,1,56.99457905,4,No,No,M,0,High,9955.12,9,2,No,0,Yes,5/31/2018
No,0,1,0,18.39174291,8,No,No,M,3,Medium,14785.53,21,0,No,1,Yes,5/31/2018
No,1,0,1,34.86752485,7,No,No,P,3,Medium,14840.25,24,0,Yes,2,Yes,4/30/2018
No,1,0,0,55.10248659,7,No,No,A,3,Low,12977.09,22,0,Yes,0,No,6/30/2018
No,1,2,1,40.11722384,3,No,No,A,4,High,9391.45,27,0,No,0,Yes,2/28/2018
No,0,1,0,28.71297494,5,No,No,M,4,Medium,13719.21,32,0,No,0,No,6/30/2018
No,2,2,0,40.24265753,7,No,No,M,5,Medium,12489.26,28,1,No,0,Yes,9/30/2018
No,1,2,1,45.34995976,6,No,No,A,3,Medium,11224.17,26,0,Yes,0,No,12/31/2017
No,1,1,0,26.70723865,5,No,No,A,5,Medium,11367.59,22,0,No,2,No,1/31/2018
No,0,2,1,55.71683044,7,No,No,P,5,High,9183.35,20,0,No,1,No,12/31/2017
No,1,3,0,40.63905028,7,No,No,M,3,High,9330.79,20,2,No,1,No,3/31/2018
No,0,0,0,42.5804536,6,Yes,Yes,A,5,Medium,20063.56,25,1,Yes,0,Yes,3/31/2018
No,0,2,0,33.94287878,6,No,No,A,4,Medium,10894.34,24,0,No,1,No,9/30/2018
No,2,2,0,42.09474232,4,No,No,P,2,Medium,16448.3,18,1,Yes,2,Yes,9/30/2018
No,0,1,0,19.04732029,6,No,No,M,2,Medium,12630.78,31,1,No,0,Yes,1/31/2018
No,1,0,1,46.03595307,5,No,No,A,3,Medium,12196.82,23,1,No,0,Yes,12/31/2017
No,2,3,1,64.34409239,5,No,No,A,2,Low,12624.47,19,0,No,0,Yes,2/28/2018
No,1,1,0,79.36711144,4,No,No,M,4,Medium,11316.15,18,0,No,0,Yes,4/30/2018
No,1,0,1,39.6511398,6,No,No,M,2,Medium,12248.5,21,0,No,0,Yes,1/31/2018
No,1,0,0,38.56737319,6,No,No,A,4,Medium,18100.22,26,2,No,0,Yes,12/31/2017
No,1,0,1,30.41379921,5,No,No,A,4,Medium,13603.76,18,0,Yes,1,No,3/31/2018
No,1,2,1,54.37028439,3,No,No,M,3,Medium,8010.14,21,1,Yes,2,Yes,8/31/2018
No,1,1,0,40.67596791,5,No,No,P,3,Low,12774.42,28,1,No,2,No,2/28/2018
No,2,1,0,36.73143634,4,No,No,P,5,Low,10107.18,34,1,No,2,No,9/30/2018
No,0,2,0,45.50825666,6,No,No,A,3,Medium,14409.76,26,1,No,1,Yes,5/31/2018
No,1,1,1,17.78930964,6,No,No,M,4,Medium,12127.3,23,0,Yes,1,No,12/31/2017
No,0,1,1,43.94928439,6,No,No,A,4,Medium,15226.22,22,0,Yes,1,Yes,12/31/2017
No,0,2,0,50.87938466,4,No,No,A,4,Low,12115.1,26,2,No,2,No,7/31/2018
No,1,0,0,22.6644108,7,No,No,A,5,Medium,13765.93,32,0,No,1,Yes,6/30/2018
No,1,0,0,39.34776569,5,No,No,M,2,Low,9296.86,18,1,Yes,2,Yes,8/31/2018
No,1,1,0,44.82380046,8,No,No,A,2,Medium,18806.32,18,2,Yes,0,Yes,1/31/2018
No,1,2,1,52.40301496,6,Yes,No,P,4,High,13353.61,22,2,Yes,1,Yes,8/31/2018
No,0,0,0,33.13702221,7,No,No,P,5,Medium,16710.94,29,0,Yes,2,No,12/31/2017
No,1,1,0,49.41646974,5,No,No,M,2,Medium,11942.2,24,0,No,0,Yes,7/31/2018
No,1,2,0,19.25410528,4,Yes,Yes,M,5,Low,18747.82,23,2,Yes,2,No,2/28/2018
No,1,1,0,43.58828666,5,No,No,A,5,Medium,14779.34,21,0,No,1,Yes,2/28/2018
No,1,2,0,46.02348335,4,No,No,A,2,Low,8622.8,24,0,Yes,1,No,3/31/2018
No,1,1,1,44.87846355,7,No,No,P,3,Low,5392.92,30,0,No,1,No,12/31/2017
No,1,2,1,31.96059842,8,No,No,A,3,Medium,16454.95,19,0,Yes,1,Yes,9/30/2018
No,0,1,0,25.30309821,4,No,No,A,5,Medium,16626.35,20,0,Yes,2,Yes,9/30/2018
No,0,2,0,30.69871884,5,No,Yes,M,2,Medium,9283.04,19,0,Yes,1,Yes,1/31/2018
No,1,1,0,41.94713362,8,Yes,No,A,3,Low,9613.42,26,0,No,1,Yes,7/31/2018
No,0,1,1,28.86612564,5,No,No,M,2,Medium,11342.49,28,0,No,1,Yes,8/31/2018
No,1,2,0,65.20207486,4,No,No,M,1,Medium,8080.75,19,0,No,1,No,12/31/2017
No,1,3,1,73.51405964,6,No,No,P,2,Low,11920.03,21,0,No,0,Yes,8/31/2018
No,2,3,1,48.98542973,5,No,No,A,2,Low,14161.82,19,2,Yes,0,Yes,4/30/2018
No,1,3,0,48.94965005,6,No,No,A,2,Low,11298.74,28,0,No,0,Yes,8/31/2018
No,1,1,0,24.42726462,7,No,No,P,5,Medium,14311.18,30,0,Yes,2,No,3/31/2018
No,1,2,0,37.52021583,6,No,Yes,A,2,Medium,17614.26,24,2,No,0,Yes,4/30/2018
No,0,0,0,38.99522647,7,No,No,P,5,Medium,17838.98,31,0,Yes,2,No,7/31/2018
No,0,1,0,39.12454907,7,No,No,M,3,Medium,11354.17,27,0,No,1,No,12/31/2017
No,1,2,0,41.7841278,7,No,No,M,3,Medium,13467.28,26,2,No,0,Yes,1/31/2018
No,0,0,0,45.83990931,5,No,No,M,3,Low,10256.73,20,2,Yes,2,Yes,12/31/2017
No,0,1,0,47.05444179,6,No,No,M,3,Medium,12182.76,18,1,No,1,Yes,5/31/2018
No,1,0,0,52.29138017,6,No,No,A,3,Medium,11435.31,19,0,Yes,2,Yes,9/30/2018
No,1,2,1,49.68248968,5,No,Yes,M,2,Low,11358.33,19,0,No,0,Yes,6/30/2018
No,1,1,2,14.90335885,6,No,No,P,5,High,13380.97,32,0,No,1,No,7/31/2018
No,2,0,0,61.99183686,6,No,Yes,P,3,Low,16674.35,24,2,No,0,No,12/31/2017
No,1,1,1,42.51661765,5,Yes,No,A,4,High,18065.52,18,2,Yes,0,Yes,1/31/2018
No,0,0,1,55.65666505,8,No,No,A,4,Medium,12957.87,16,0,No,2,No,2/28/2018
No,1,0,0,33.8901418,7,No,No,A,4,Medium,15422.86,22,2,Yes,2,Yes,1/31/2018
No,2,1,1,31.51307865,5,No,No,M,2,High,9668.47,8,0,No,1,No,6/30/2018
No,2,2,0,44.46345868,5,No,No,A,3,Medium,11968.94,21,0,Yes,2,Yes,12/31/2017
No,2,2,0,23.64703085,5,No,No,A,2,Low,16381.29,23,0,Yes,1,Yes,2/28/2018
No,0,1,0,28.4703997,6,No,No,M,2,Low,10359.03,23,1,Yes,2,Yes,7/31/2018
No,2,5,1,70.79162099,4,Yes,Yes,M,2,High,4240.03,13,2,No,2,No,9/30/2018
No,1,2,0,34.22911075,7,No,No,A,1,Medium,12243.77,24,0,No,0,Yes,4/30/2018
No,2,1,0,36.81563504,5,No,No,M,3,Medium,10381.83,30,0,No,0,Yes,7/31/2018
No,1,3,1,17.01677896,3,No,No,M,5,Medium,11439.27,28,2,No,1,Yes,1/31/2018
No,2,2,2,48.39496147,5,No,No,P,2,Low,14397.13,22,0,No,0,Yes,1/31/2018
No,1,2,1,60.15847451,6,Yes,No,A,1,High,9730.64,19,1,No,0,Yes,6/30/2018
No,1,2,0,28.13617088,5,No,No,M,3,Medium,11738.5,22,1,No,1,Yes,3/31/2018
No,0,0,0,32.87433068,7,No,No,P,4,Medium,19206.86,19,0,Yes,1,Yes,4/30/2018
No,0,0,0,40.38379573,6,No,No,A,2,Medium,14343.05,30,0,Yes,0,Yes,12/31/2017
No,1,2,1,47.94869622,8,Yes,No,M,5,Low,15465.14,29,0,Yes,0,No,1/31/2018
No,2,2,0,53.55868786,7,No,No,A,2,Medium,12018.79,25,1,No,0,No,8/31/2018
No,1,2,0,50.33401745,5,No,No,M,2,Medium,12895.35,17,1,No,0,Yes,9/30/2018
No,1,1,1,37.03877323,4,No,No,M,1,Medium,11993.41,15,1,Yes,1,Yes,5/31/2018
No,1,3,1,41.90509181,3,Yes,Yes,M,3,High,11627.79,11,2,No,0,Yes,7/31/2018
No,1,1,0,60.54495895,5,No,Yes,M,4,Medium,12574.38,27,2,Yes,1,Yes,7/31/2018
No,1,1,0,44.52273948,6,No,No,M,2,Medium,15837.18,17,0,No,0,Yes,12/31/2017
No,1,1,0,40.10850319,8,No,No,A,5,Medium,16858.85,25,0,No,2,Yes,7/31/2018
No,1,2,0,51.56072296,6,No,No,M,0,Medium,6226.5,16,0,No,1,Yes,9/30/2018
No,2,4,1,52.69727379,5,No,No,P,1,Low,6510.58,24,0,No,0,Yes,8/31/2018
No,1,0,0,24.27937339,5,No,No,A,3,Medium,16257.81,22,0,Yes,2,Yes,1/31/2018
No,1,1,0,36.5536817,8,No,No,A,5,Medium,14749.12,28,0,No,0,Yes,8/31/2018
No,2,1,0,47.44160418,7,No,No,P,3,High,11319.25,16,0,Yes,1,Yes,3/31/2018
No,2,2,0,44.82680003,4,No,No,A,3,Medium,12645.31,21,1,No,2,No,2/28/2018
No,1,1,0,37.22012226,5,No,No,M,5,Low,9601.61,22,1,No,2,No,9/30/2018
No,1,0,0,37.71666291,6,No,No,A,3,Medium,12906.1,26,0,Yes,2,Yes,9/30/2018
No,0,0,0,32.15543011,7,No,No,A,3,Medium,14299.64,28,0,No,1,Yes,8/31/2018
No,1,1,0,40.11494344,6,No,No,M,3,Medium,8437.51,24,0,Yes,1,Yes,5/31/2018
No,0,1,0,39.7037073,6,No,No,A,3,Medium,12352.16,24,0,No,1,Yes,7/31/2018
No,0,0,0,34.73627178,3,No,No,M,3,Medium,10372.2,26,0,No,1,Yes,12/31/2017
No,2,4,0,60.42819693,4,No,No,P,5,Medium,10812.13,24,0,No,2,No,1/31/2018
No,1,0,0,49.67892085,6,No,No,A,2,Medium,15442.73,26,1,No,0,Yes,6/30/2018
No,1,4,0,57.43548612,5,No,No,P,3,Medium,15898.93,20,0,Yes,1,No,5/31/2018
No,1,2,1,37.9963912,4,No,No,M,5,Medium,13257.49,24,2,Yes,1,Yes,5/31/2018
No,1,1,0,39.33570049,7,No,No,M,3,Low,12506.07,21,0,No,0,Yes,2/28/2018
No,1,0,0,46.60800456,4,No,No,M,2,Medium,13480.46,20,1,No,1,Yes,2/28/2018
No,1,1,0,0.443315925,6,No,No,A,5,Medium,16648.69,25,0,No,1,Yes,9/30/2018
No,1,1,0,48.96454087,6,No,No,P,4,Low,16162.95,24,0,Yes,2,Yes,5/31/2018
No,0,0,0,42.4532585,5,No,No,A,5,Medium,10238.55,34,0,No,2,No,3/31/2018
No,1,1,0,28.84438258,6,No,No,A,4,High,17495.1,32,2,No,0,No,6/30/2018
No,2,2,0,32.05018855,7,No,No,P,5,Medium,16022.04,26,2,Yes,2,No,8/31/2018
No,1,2,0,52.62132428,4,No,No,M,3,Medium,13403.03,18,0,No,1,Yes,7/31/2018
No,2,2,1,40.04790681,3,No,No,A,3,Medium,13683.9,20,1,Yes,1,Yes,2/28/2018
No,1,2,0,55.67031781,4,No,No,P,4,Medium,14515.43,26,2,No,2,Yes,7/31/2018
No,2,2,0,64.89398244,4,No,No,M,2,Medium,8880.17,20,0,No,1,Yes,9/30/2018
No,2,1,0,44.40776653,7,No,No,P,5,High,15769.05,28,0,No,0,No,6/30/2018
No,0,0,0,14.48839349,8,No,No,A,5,Medium,10719.27,25,0,No,2,No,7/31/2018
No,1,2,1,47.54834633,8,Yes,Yes,A,5,Low,15180.97,26,2,Yes,1,Yes,8/31/2018
No,0,0,1,24.95375917,7,No,No,A,5,Medium,11348.78,27,0,No,2,No,9/30/2018
No,1,2,1,36.89074549,4,No,No,M,2,Medium,13504.55,21,2,Yes,0,Yes,9/30/2018
No,1,5,1,62.29816863,8,No,No,A,1,Low,9047.92,24,2,No,0,Yes,3/31/2018
No,1,3,1,45.09767585,7,No,No,M,3,Medium,12782.32,22,0,No,0,No,5/31/2018
No,1,2,2,53.80666787,3,No,No,A,5,Medium,12296.36,26,2,No,1,Yes,7/31/2018
No,1,2,0,46.01657973,7,No,No,M,2,Medium,12861.24,14,0,Yes,1,Yes,7/31/2018
No,1,2,1,59.86871842,5,Yes,Yes,A,5,High,11691.94,25,1,Yes,0,No,1/31/2018
No,1,1,0,35.21358988,4,No,No,M,2,Medium,11310.4,18,2,No,2,Yes,7/31/2018
No,1,2,0,36.24661053,8,No,No,A,5,Medium,16157.84,21,1,Yes,1,No,6/30/2018
No,1,2,0,39.46812415,6,No,No,A,4,Medium,11581.93,29,0,No,2,No,3/31/2018
No,2,3,1,28.68383617,8,No,No,M,3,Medium,10619.26,16,0,No,0,No,4/30/2018
No,1,1,0,41.78558465,8,No,No,A,5,Medium,17951.96,28,1,Yes,1,No,6/30/2018
No,1,0,0,26.14177424,6,No,No,P,5,Medium,19063.09,39,0,Yes,1,No,5/31/2018
No,1,2,2,38.99384836,6,No,No,M,2,Medium,10719.95,22,0,Yes,1,Yes,5/31/2018
No,1,2,0,37.6964981,5,No,No,A,3,High,11665.35,28,2,No,0,Yes,7/31/2018
No,2,1,0,5.218596319,6,No,No,A,2,Medium,13429.14,19,0,No,2,Yes,9/30/2018
No,0,1,0,28.61139384,6,No,No,A,4,Medium,13992.46,27,0,No,0,No,5/31/2018
No,0,2,1,40.45435807,5,No,No,M,2,Medium,10742.25,20,0,Yes,1,No,5/31/2018
No,1,2,0,23.94221109,3,No,No,P,4,Medium,15458.04,31,0,No,2,Yes,4/30/2018
No,0,0,0,48.87596444,6,No,No,A,5,Medium,11180.11,24,0,No,1,No,7/31/2018
No,1,2,0,5.084578642,6,No,No,M,0,Low,10480.16,16,1,No,1,Yes,5/31/2018
No,0,0,0,35.91552424,6,No,No,M,2,Medium,16461.78,14,0,Yes,1,Yes,7/31/2018
No,1,0,0,52.67039487,3,No,No,A,5,Medium,12879.19,22,0,Yes,2,Yes,2/28/2018
No,0,0,0,56.10740447,6,No,Yes,A,3,Low,10406.85,20,0,No,1,No,9/30/2018
No,1,2,0,42.11879006,3,No,No,A,2,Low,11022.1,17,1,No,2,No,4/30/2018
No,2,2,0,55.9900851,5,No,No,A,2,Low,8415.79,20,2,No,1,No,12/31/2017
No,0,1,0,59.10174618,5,No,No,M,4,High,13226.77,23,2,No,1,Yes,7/31/2018
